algorithm,gid,dataset,seed,status,valid_output,seconds,train_nmse,valid_nmse,id_test_nmse,ood_test_nmse,metric_complete,noise_sigma
pysr,g0016,feynman_II_15_4,3,ok,True,3603.268,2.0314871603607077e-06,2.026641416586926e-06,2.0800071440817574e-06,0.0001849037957584288,True,0.1
gplearn,g0001,II.34.2_1_0,3,ok,True,3603.269,2.5888556994380096e-15,2.624700054328206e-15,2.5615393711423167e-15,1.8750680344036941e-32,True,0.1
llmsr,g0027,feynman_I_12_11,0,ok,True,3603.271,0.05486090354707716,0.053410838864467985,0.0527168386018927,0.22461214227557555,True,0.1
pysr,g0001,II.34.2_1_0,0,ok,True,3603.271,1.490570312504542e-06,1.4585913972645344e-06,1.5130099073744553e-06,3.807365961418313e-06,True,0.1
imcts,g0012,feynman_I_27_6,3,ok,True,3603.275,0.0034585878258154624,0.003471332915325318,0.0033545532111075222,0.03167767552207689,True,0.01
gplearn,g0050,BPG9,2,ok,True,3603.276,0.5117501823066657,0.539790328053315,0.5124910492556293,0.9241904561525494,True,0.01
udsr,g0016,feynman_II_15_4,0,ok,True,3603.276,1.992476278972602e-07,1.9960614726904477e-07,2.0113166470759182e-07,2.6478316180049584e-07,True,0.1
gplearn,g0027,feynman_I_12_11,4,ok,True,3603.277,1.3305365728730144e-31,1.399808803737358e-31,1.4206188510578082e-31,2.722848982343206e-32,True,0.05
pysr,g0026,strogatz_barmag1,3,ok,True,3603.278,0.0004392047746904454,6.278234916337625e-05,6.618934368308824e-05,7.370503791929315e-05,True,0.1
ragsr,g0031,II.11.27_1_0,2,ok,True,3603.278,0.49521214091016313,0.1844726687754385,0.4643250419174959,2.7960922975399543,True,0.05
imcts,g0001,II.34.2_1_0,0,ok,True,3603.279,2.449229043986487e-10,2.449955324792226e-10,2.4495932420815803e-10,2.4493597981189677e-10,True,0.01
e2esr,g0021,feynman-i.39.22,0,ok,True,3603.281,5.2665101614245445e+115,4.594827914950526e+115,5.033607638276586e+115,8.047700033922737e+124,True,0.05
imcts,g0042,feynman_test_15,2,ok,True,3603.282,0.004259968854518922,0.004065406350874681,0.0042098972042201,0.0583097991092539,True,0.1
gplearn,g0031,II.11.27_1_0,4,ok,True,3603.283,0.9685463300420017,0.790799442926253,0.9707818759686375,1.0154334546922184,True,0.1
pysr,g0001,II.34.2_1_0,4,ok,True,3603.284,2.05575708897762e-06,1.8910978184794576e-06,1.9490887995243628e-06,1.1197081893228433e-05,True,0.1
imcts,g0015,III.21.20_3_0,1,ok,True,3603.285,0.005195778150860797,0.006648065650397835,0.0054911684477413104,0.0003220342978910107,True,0.01
ragsr,g0016,feynman_II_15_4,0,ok,True,3603.285,1522.4028456917285,1505.0981634181542,1541.4972055482554,380.71587217105264,True,0.05
gplearn,g0015,III.21.20_3_0,3,ok,True,3603.288,4.589821269142643e-07,5.25540775054448e-07,4.852984265934809e-07,0.996080446567329,True,0.1
pysr,g0022,feynman-i.11.19,4,ok,True,3603.289,1.1212230332643983e-05,1.072336005358132e-05,1.1056682447580474e-05,1.8953529072906147e-06,True,0.05
gplearn,g0031,II.11.27_1_0,2,ok,True,3603.291,0.9705976836360878,0.8613770921722412,0.9704360308257015,0.9956269569874345,True,0.1
pysr,g0001,II.34.2_1_0,3,ok,True,3603.291,1.082406059784955e-06,6.142425573162104e-07,9.084632224712334e-07,0.0006329225153428834,True,0.1
imcts,g0042,feynman_test_15,3,ok,True,3603.296,0.2287769123399936,0.227469573400513,0.22974489428122893,0.6001427997022115,True,0.05
gplearn,g0019,feynman-ii.34.2a,0,ok,True,3603.298,0.3021552313324618,0.27014677825339684,0.3389347626171016,0.9986878313748061,True,0.01
imcts,g0001,II.34.2_1_0,3,ok,True,3603.298,2.3371557064614545e-08,2.3110531967676975e-08,2.313434743222061e-08,1.0547901932886822e-07,True,0.05
ragsr,g0027,feynman_I_12_11,3,ok,True,3603.3,7951.7479707042485,8083.46358099915,7894.471356678368,11826.016129548307,True,0.1
pysr,g0012,feynman_I_27_6,4,ok,True,3603.301,2.848104697417444e-08,2.9195565355321165e-08,2.8531650939825805e-08,5.7211680478691856e-08,True,0.05
pysr,g0027,feynman_I_12_11,3,ok,True,3603.302,6.290569845154262e-07,7.092335675466903e-07,6.214869221492786e-07,0.002534463826023337,True,0.05
e2esr,g0034,CRK11,4,ok,True,3603.302,1.132404018193429,1.4646531223146544,1.3182061863989987,4628.23567175358,True,0.01
imcts,g0027,feynman_I_12_11,1,ok,True,3603.303,0.02975543171753777,0.029413159670732002,0.028737317382220327,0.0605063695388378,True,0.1
gplearn,g0022,feynman-i.11.19,4,ok,True,3603.303,0.6493874605339863,0.6429236080914469,0.6871403951785048,0.6477704326070775,True,0.05
ragsr,g0001,II.34.2_1_0,3,ok,True,3603.304,6694.534056999109,6681.265057622838,6686.2100393625105,1445.10711064721,True,0.1
imcts,g0042,feynman_test_15,4,ok,True,3603.305,0.4312331924100782,0.43715268356972253,0.4320715569578368,1.2200247054131108,True,0.01
pysr,g0012,feynman_I_27_6,3,ok,True,3603.305,8.283709672674624e-08,8.041015879496745e-08,8.241789552404379e-08,2.990545957290007e-07,True,0.05
imcts,g0001,II.34.2_1_0,1,ok,True,3603.305,2.5888556994681445e-15,2.6247000545928577e-15,2.561539371151211e-15,1.2796532212497775e-32,True,0.1
imcts,g0031,II.11.27_1_0,0,ok,True,3603.305,0.0027425308762647252,0.03317824532032011,0.0019668784826198465,0.05277246294076553,True,0.05
imcts,g0027,feynman_I_12_11,1,ok,True,3603.307,0.017498435806108575,0.01790572215175907,0.017218382655016375,0.03168756565122201,True,0.05
e2esr,g0014,feynman-ii.34.11,1,ok,True,3603.308,1.0003266145338134,1.0002685980377033,0.9998776858090473,0.9999823883156922,True,0.1
ragsr,g0001,II.34.2_1_0,0,ok,True,3603.308,983543.1291332648,944139.9944024635,986560.1089034706,177610.34370325832,True,0.1
imcts,g0031,II.11.27_1_0,3,ok,True,3603.308,0.0060112514086786304,0.018394871061425035,0.008054567586890746,0.12419408854029598,True,0.1
e2esr,g0045,feynman-bonus.20,1,ok,True,3603.309,4.331175868750113e+53,5.083348112958807e+53,2.7441025993806735e+53,2.7796410370087096e+52,True,0.1
gplearn,g0022,feynman-i.11.19,4,ok,True,3603.31,0.6493874605339863,0.6429236080914469,0.6871403951785048,0.6477704326070775,True,0.01
gplearn,g0042,feynman_test_15,4,ok,True,3603.311,0.00149946556404043,0.001489482409729464,0.001524275462181483,0.02746417222758164,True,0.05
pysr,g0015,III.21.20_3_0,4,ok,True,3603.312,1.826424050360269e-08,1.9977766946299184e-08,1.968561977356867e-08,6.545146836743233e-08,True,0.01
udsr,g0016,feynman_II_15_4,4,ok,True,3603.312,0.00032695577474651036,0.0003439488209274913,0.00033943975416479016,0.011041971886881394,True,0.01
udsr,g0016,feynman_II_15_4,3,ok,True,3603.313,0.0009558901231100301,0.0009298815515265457,0.0009368772691806488,0.03598783104917282,True,0.1
imcts,g0042,feynman_test_15,1,ok,True,3603.314,0.0028709880682903574,0.002751536216280556,0.0028742970568599526,0.032147203833104675,True,0.05
gplearn,g0042,feynman_test_15,1,ok,True,3603.314,0.00046476653220215195,0.0004856255415952433,0.0004811684381690778,0.00019636234713759333,True,0.1
ragsr,g0027,feynman_I_12_11,3,ok,True,3603.317,12537.988209398682,12740.377364443651,12392.55821310885,16916.902270859413,True,0.05
gplearn,g0042,feynman_test_15,1,ok,True,3603.319,0.007809172434945367,0.007564229498156524,0.007636723326248635,0.09566637972491411,True,0.05
imcts,g0031,II.11.27_1_0,1,ok,True,3603.321,0.0007795304431279859,0.007976420578120789,0.0015570183234301423,0.033939031519243594,True,0.05
gplearn,g0031,II.11.27_1_0,4,ok,True,3603.325,0.9733358663769358,0.7903818632945849,0.9620567835395996,0.9958064819903704,True,0.01
ragsr,g0027,feynman_I_12_11,2,ok,True,3603.33,7181.331253531972,7277.927041824087,7126.176236864323,9452.347152019272,True,0.05
udsr,g0016,feynman_II_15_4,2,ok,True,3603.33,0.0005926093175904355,0.0005666446072121874,0.0006064837084052988,0.029981671798658613,True,0.1
udsr,g0017,strogatz_shearflow1,1,ok,True,3603.331,0.003432666706880565,0.0023916000384017525,0.00033599755830965994,1.7815260005725568,True,0.1
udsr,g0001,II.34.2_1_0,4,ok,True,3603.332,2.9506010965729716e-07,2.7319114036980885e-07,2.9459192517389686e-07,2.21231815554159e-06,True,0.05
pysr,g0012,feynman_I_27_6,1,ok,True,3603.332,9.165564190269758e-07,9.239321511141858e-07,9.309261042097922e-07,1.181918124754511e-06,True,0.1
ragsr,g0012,feynman_I_27_6,0,ok,True,3603.334,3.3714243580603505,3.3598866047900353,3.397265794791585,3.1487767480794866,True,0.05
imcts,g0015,III.21.20_3_0,1,ok,True,3603.335,1.943307010393899e-08,1.9433177486355138e-08,1.9435503312415854e-08,1.9432419437441427e-08,True,0.1
e2esr,g0032,feynman-i.13.12,3,ok,True,3603.338,169405.38914318552,38611.64629337638,12660.069081352885,5995135.548748934,True,0.1
gplearn,g0015,III.21.20_3_0,3,ok,True,3603.346,9.493985081312034e-09,1.0120707412980945e-08,1.0008808539660067e-08,0.996035631902252,True,0.05
ragsr,g0012,feynman_I_27_6,4,ok,True,3603.347,1.7337625937427104,1.7295167903624962,1.7384521085834597,3.736628075124144,True,0.05
ragsr,g0016,feynman_II_15_4,3,ok,True,3603.347,1437.5383197636372,1424.772501785908,1439.1407873498927,579.4226081024719,True,0.1
gplearn,g0013,feynman-i.43.31,0,ok,True,3603.349,1.0,1.0,1.0,1.0,True,0.01
udsr,g0001,II.34.2_1_0,0,ok,True,3603.349,4.391817109898477e-06,4.343314545666379e-06,4.225907279223419e-06,4.756044818154827e-05,True,0.1
e2esr,g0032,feynman-i.13.12,2,ok,True,3603.352,8.047255902994813e+30,1.22168292604823e+31,5.912063847506632e+30,1.0111156864063838e+31,True,0.1
udsr,g0001,II.34.2_1_0,2,ok,True,3603.352,1.3498262497205705e-08,1.3641240671935817e-08,1.3317528613095524e-08,7.018876915151964e-08,True,0.01
imcts,g0042,feynman_test_15,0,ok,True,3603.353,0.0034091812927716856,0.0032870181390082624,0.003331547568983528,0.050820714517373286,True,0.05
pysr,g0001,II.34.2_1_0,0,ok,True,3603.354,2.5229445024352725e-07,1.1276197904098795e-07,4.511600474811665e-07,0.0006559664913175871,True,0.05
ragsr,g0027,feynman_I_12_11,2,ok,True,3603.36,6872.554243400818,6988.3115641433615,6834.199994156653,10052.143766996805,True,0.1
pysr,g0027,feynman_I_12_11,3,ok,True,3603.361,1.2907832868865434e-06,1.2622519869518845e-06,1.2856728080490289e-06,2.5317400443725118e-06,True,0.1
pysr,g0027,feynman_I_12_11,4,ok,True,3603.361,2.0614715835810066e-06,2.1657418282256593e-06,2.0293197006986316e-06,8.322488161929166e-07,True,0.1
tpsr,g0021,feynman-i.39.22,4,ok,True,3603.362,3.805228025587286e+17,8.276866997412915e+17,3.98694267348917e+17,7.18977700065596e+20,True,0.05
gplearn,g0033,feynman-iii.10.19,3,ok,True,3603.366,278.62804287420875,270.58385984383887,283.20279003213994,16.858390110673778,True,0.1
imcts,g0042,feynman_test_15,4,ok,True,3603.367,0.2265486513914009,0.22522610572626459,0.22751578071615333,0.5953859002039602,True,0.1
gplearn,g0031,II.11.27_1_0,0,ok,True,3603.374,0.9777374159553468,0.925807226535202,0.9772439497874923,0.9962514427636454,True,0.01
e2esr,g0032,feynman-i.13.12,4,ok,True,3603.376,70498866944.98178,121065427045.22203,54790860704.631996,4877464628.527503,True,0.01
udsr,g0001,II.34.2_1_0,0,ok,True,3603.377,5.772543792811449e-07,6.334875758547508e-07,5.5872027588362e-07,6.8783235815680615e-06,True,0.05
ragsr,g0015,III.21.20_3_0,2,ok,True,3603.378,64.67615736791652,59.84838782693285,71.51324171473846,0.9999298637328657,True,0.05
ragsr,g0027,feynman_I_12_11,4,ok,True,3603.385,15582.723740864882,16109.451207971795,14716.298164226846,21803.64248100772,True,0.1
pysr,g0001,II.34.2_1_0,1,ok,True,3603.385,2.0140092205237655e-07,2.1772251222297624e-07,2.296916105816115e-07,3476734656862944.5,True,0.05
pysr,g0016,feynman_II_15_4,0,ok,True,3603.388,1.4033646994827876e-08,1.528409056344428e-08,7.973711077492984e-09,0.00016801444314270997,True,0.01
pysr,g0031,II.11.27_1_0,2,ok,True,3603.389,5.319840153605355e-05,5.689083143908623e-05,8.948840458336613e-05,0.006117759238687239,True,0.05
tpsr,g0033,feynman-iii.10.19,4,ok,True,3603.389,9.36827771323847e+44,7.771081842149183e+44,1.0585102878853088e+45,1.8273546074139203e+40,True,0.05
gplearn,g0015,III.21.20_3_0,2,ok,True,3603.391,3.982324837447193e-15,2.9212543719528878e-15,3.581617953414084e-15,1.000090312319767,True,0.1
pysr,g0046,II.6.15b_3_0,0,ok,True,3603.393,0.08068679145805505,0.09376095897493965,0.08518611729043724,0.13166717705940353,True,0.01
ragsr,g0031,II.11.27_1_0,4,ok,True,3603.394,0.443655607359516,0.11840664702735651,0.4039943444893238,1.078516794960547,True,0.1
pysr,g0017,strogatz_shearflow1,1,ok,True,3603.394,0.0008882105270871397,0.00011495168736129912,0.00012864102797080647,0.0015062352570919307,True,0.1
imcts,g0023,I.11.19_4_0,2,ok,True,3603.395,0.02327443188391649,0.02351850931932562,0.02324371138613607,0.07613199876439555,True,0.01
imcts,g0042,feynman_test_15,2,ok,True,3603.395,0.24899205615084535,0.2467922345303339,0.25056351255916903,0.5513711767056328,True,0.05
ragsr,g0046,II.6.15b_3_0,2,ok,True,3603.397,2.786782755395946,2.663876177492982,2.7939224113425047,8.89495407447863,True,0.05
gplearn,g0031,II.11.27_1_0,3,ok,True,3603.399,0.9837757523093833,0.925379528210913,0.9775474178118295,1.0085623763280382,True,0.1
pysr,g0012,feynman_I_27_6,0,ok,True,3603.401,4.453649593658999e-08,4.443210509736841e-08,4.5211134334112745e-08,8.616744257383369e-08,True,0.05
imcts,g0027,feynman_I_12_11,1,ok,True,3603.402,0.12591986373799266,0.13232084280836356,0.12638704506714343,0.3599444873236638,True,0.01
gplearn,g0031,II.11.27_1_0,1,ok,True,3603.402,0.007023595199926475,0.0032750657439682743,0.011217505741176836,1.4828278170802487,True,0.1
udsr,g0001,II.34.2_1_0,3,ok,True,3603.403,9.873635399555204e-08,1.0147207063831183e-07,9.548071941141757e-08,1.9182367461433385e-06,True,0.01
imcts,g0027,feynman_I_12_11,0,ok,True,3603.404,0.034909858085272416,0.03516013760286931,0.03374839046855359,0.06692784971151546,True,0.01
tpsr,g0044,feynman-i.15.3t,4,ok,True,3603.404,48275.20175184458,38625.225041975966,50831.0636920811,69008512.4472998,True,0.05
pysr,g0042,feynman_test_15,3,ok,True,3603.405,0.00025593610081590197,0.00026462505902814906,0.00026835508947157274,0.0012447998311380338,True,0.01
gplearn,g0031,II.11.27_1_0,0,ok,True,3603.406,0.9780072293218907,0.9258103798875361,0.9774461679429263,0.996765424607482,True,0.05
e2esr,g0019,feynman-ii.34.2a,3,ok,True,3603.406,1.0037997674241688,1.0038973798329136,1.0052624622075321,0.9998442458258572,True,0.05
gplearn,g0027,feynman_I_12_11,1,ok,True,3603.408,1.2719002945897497e-31,1.3068778568917133e-31,1.3515208670700864e-31,1.4716479784063392e-32,True,0.1
pysr,g0001,II.34.2_1_0,4,ok,True,3603.409,5.663347879330789e-09,3.715650859421229e-09,5.1364420823797195e-09,0.3168755534384611,True,0.01
imcts,g0023,I.11.19_4_0,2,ok,True,3603.41,0.02127359218676827,0.021436622613985917,0.02147568057124157,0.0734707969821288,True,0.05
gplearn,g0035,feynman-i.32.5,4,ok,True,3603.41,1.0001002473024159,1.0002764481934072,1.0000998195402362,0.9999989256724522,True,0.1
imcts,g0042,feynman_test_15,4,ok,True,3603.411,0.2462751240738705,0.24418112277511547,0.2477471528214289,0.5612074134909054,True,0.05
udsr,g0001,II.34.2_1_0,3,ok,True,3603.412,0.00019667136166965157,0.00016581730787559862,0.00021135980375778046,542.0388382459793,True,0.1
gplearn,g0015,III.21.20_3_0,4,ok,True,3603.414,3.982324837841752e-15,2.9212543705400935e-15,3.5816179543899955e-15,1.0116992855959468,True,0.1
pysr,g0042,feynman_test_15,2,ok,True,3603.416,6.94604249070442e-05,6.589666842314516e-05,7.313140538832563e-05,0.00015561825349516242,True,0.01
ragsr,g0001,II.34.2_1_0,1,ok,True,3603.418,10870.017756540656,10518.13071883547,10922.016935286552,1174.9581600385195,True,0.05
udsr,g0016,feynman_II_15_4,4,ok,True,3603.418,0.0015465975609991133,0.0014746352872441572,0.0015116717000829656,0.03452173262778913,True,0.05
tpsr,g0044,feynman-i.15.3t,2,ok,True,3603.418,1703476195.098086,1893051285.524748,1747648214.3500035,2240882587.218789,True,0.1
pysr,g0012,feynman_I_27_6,4,ok,True,3603.42,4.513860104827256e-07,4.474220290036194e-07,4.5964931000474894e-07,1.5459679137208794e-07,True,0.1
imcts,g0025,strogatz_barmag2,3,ok,True,3603.422,1.112276827251969e-06,1.0079660393555612e-06,3.5775660384613273e-06,1.866019154356209e-05,True,0.01
ragsr,g0027,feynman_I_12_11,1,ok,True,3603.422,8922.187162012424,9052.543673290624,8861.022051141044,13635.115198600854,True,0.05
ragsr,g0001,II.34.2_1_0,0,ok,True,3603.424,993263.2019042945,953453.6905025236,996274.9987274254,180368.2254033504,True,0.05
udsr,g0027,feynman_I_12_11,2,ok,True,3603.427,0.004400831307507469,0.004506988260000668,0.004384859995828302,0.09945730774149329,True,0.01
pysr,g0027,feynman_I_12_11,2,ok,True,3603.427,4.730005433306512e-07,5.133116660549749e-07,7.956174642784425e-07,0.007742146889080724,True,0.05
udsr,g0012,feynman_I_27_6,4,ok,True,3603.43,3.0392314433319e-06,3.034897507427751e-06,3.102852571991312e-06,9.642621863193469e-05,True,0.01
pysr,g0012,feynman_I_27_6,0,ok,True,3603.432,5.929603795610148e-07,5.704563718853257e-07,5.809599933500689e-07,5.913009386723846e-07,True,0.1
ragsr,g0012,feynman_I_27_6,3,ok,True,3603.434,22.669910186141816,22.54389830174356,23.072724737404155,29.21718874746507,True,0.1
e2esr,g0037,CRK34,4,ok,True,3603.434,400.3293867575418,338.2898103976251,405.0702583488224,49552147.055795856,True,0.1
pysr,g0015,III.21.20_3_0,2,ok,True,3603.436,1.7134791667925177e-08,5.201571909236794e-09,2.3796811046434595e-08,4.254527135600263e-10,True,0.01
e2esr,g0048,MatSci21,4,ok,True,3603.438,2129905.789710688,1958508.8652348865,2142246.99539414,584930.0989041809,True,0.05
ragsr,g0001,II.34.2_1_0,3,ok,True,3603.439,2047.9014608701484,2151.645411682213,2060.692986707707,904.6518651419876,True,0.01
imcts,g0041,PO41,2,ok,True,3603.44,0.0013862342988235747,0.0014886987093977865,0.001433098453331768,0.011505417560136276,True,0.1
udsr,g0011,Vladislavleva-4,2,ok,True,3603.441,0.00018674627506677386,0.0002502519890394424,0.00017660714276094937,0.0002555514448644641,True,0.1
e2esr,g0038,PO19,4,ok,True,3603.442,0.6572278299337947,0.6559865540157929,0.6465969690018905,2211180.298764123,True,0.1
tpsr,g0021,feynman-i.39.22,1,ok,True,3603.443,6.874999902952192e+92,3.105844587037065e+92,2.720634305841184e+92,2.4599318551082595e+102,True,0.01
gplearn,g0028,feynman-ii.4.23,1,ok,True,3603.443,0.15572993659276652,0.24321320658274548,0.18367774794134983,0.40135710143547465,True,0.01
imcts,g0042,feynman_test_15,1,ok,True,3603.446,0.0036276012451558867,0.0034488416295047663,0.0034695339110949537,0.12610661653017738,True,0.1
pysr,g0027,feynman_I_12_11,2,ok,True,3603.446,2.3119223883812052e-06,2.219051008419543e-06,2.2062528820352903e-06,3.5369947395038447e-06,True,0.1
pysr,g0031,II.11.27_1_0,4,ok,True,3603.448,3.509319472336591e-07,1.336153935335736e-06,4.5670837115625586e-07,1.1461682903807621e-07,True,0.05
imcts,g0015,III.21.20_3_0,2,ok,True,3603.449,1.8977391930752387e-07,1.9185121194457076e-07,2.1441153028271052e-07,3.0069917620683304,True,0.1
ragsr,g0019,feynman-ii.34.2a,2,ok,True,3603.45,85674246662075.47,80065514365974.39,74341800311225.64,2381494667635.57,True,0.01
imcts,g0025,strogatz_barmag2,2,ok,True,3603.452,0.0002158398299439304,3.974914295783336e-05,0.00013842650791020638,0.02075786154223019,True,0.1
udsr,g0012,feynman_I_27_6,1,ok,True,3603.453,5.656248914275617e-05,5.641077095915688e-05,5.734632715270841e-05,0.0008873218790287062,True,0.1
imcts,g0015,III.21.20_3_0,3,ok,True,3603.455,1.843699889766873e-09,2.318842259629837e-09,2.0914932214629256e-09,2.499887777628462e-09,True,0.01
pysr,g0031,II.11.27_1_0,0,ok,True,3603.456,2.775682787762719e-07,6.386042436869518e-07,1.870040595715331e-07,8.411229204472166e-07,True,0.05
tpsr,g0044,feynman-i.15.3t,4,ok,True,3603.458,5519476.841908241,5923676.023061918,6788591.958263703,61343731.332496956,True,0.1
pysr,g0027,feynman_I_12_11,4,ok,True,3603.46,5.277482937033746e-07,5.495964292658038e-07,5.313643438109296e-07,2.1712971119202867e-07,True,0.05
udsr,g0012,feynman_I_27_6,3,ok,True,3603.463,9.69899193837728e-07,9.364088747030874e-07,9.644845962117376e-07,1.452222092797975e-05,True,0.05
pysr,g0015,III.21.20_3_0,0,ok,True,3603.463,2.2988935076922173e-06,2.364735298794118e-06,2.480293041335406e-06,8.738205002049581e-07,True,0.1
e2esr,g0018,feynman-i.18.16,4,ok,True,3603.463,3.4573394651043183e+81,8.490007499349161e+80,1.0696377068544654e+81,7.602202564109021e+91,True,0.1
tpsr,g0021,feynman-i.39.22,3,ok,True,3603.466,9.07826871904913e+123,1.1076339976208467e+124,1.0984949975455956e+124,4.2073699732048694e+135,True,0.1
pysr,g0042,feynman_test_15,3,ok,True,3603.466,0.00021613453862424456,0.00021857054135818586,0.00022568993868256118,0.0025705252828498496,True,0.1
udsr,g0012,feynman_I_27_6,2,ok,True,3603.467,9.606931849334595e-07,9.46337386215822e-07,9.578768326073417e-07,1.962788885861781e-05,True,0.05
udsr,g0001,II.34.2_1_0,4,ok,True,3603.468,4.238786870467758e-06,4.347052872683055e-06,4.221124719135341e-06,1.772265524301781e-05,True,0.1
e2esr,g0037,CRK34,1,ok,True,3603.469,1.1090697931052544,1.1336577914768589,1.090534128369222,2963.8574529215775,True,0.01
gplearn,g0042,feynman_test_15,4,ok,True,3603.471,0.0006622984853759246,0.0006647685324688379,0.0006738163041684343,0.004597701256661821,True,0.1
e2esr,g0048,MatSci21,3,ok,True,3603.472,1805472533.224515,1675671780.2272172,1802061193.249249,304411576.04007155,True,0.1
ragsr,g0031,II.11.27_1_0,4,ok,True,3603.474,0.4573791088498058,0.14603270238693722,0.42054956618852163,2.4135483042707975,True,0.05
ragsr,g0015,III.21.20_3_0,0,ok,True,3603.475,5.314990258212097e+30,5.142762592862544e+30,5.919060205000218e+30,5.390768901258091e+25,True,0.05
pysr,g0027,feynman_I_12_11,1,ok,True,3603.477,5.860097430322309e-07,5.872916975391676e-07,5.792875173964504e-07,9.529330079818387e-07,True,0.05
gplearn,g0017,strogatz_shearflow1,3,ok,True,3603.478,0.05319366048844964,0.1653585978814889,0.17938542481975497,23.400274227054737,True,0.01
tpsr,g0022,feynman-i.11.19,3,ok,True,3603.478,1.0002447284201843,1.0002379292350456,1.0015396618888455,1.000062827556433,True,0.1
pysr,g0001,II.34.2_1_0,2,ok,True,3603.482,1.096635286494068e-06,1.1222542777578343e-06,1.0923491275611393e-06,3.4470547907759466e-07,True,0.1
e2esr,g0018,feynman-i.18.16,3,ok,True,3603.482,1.0424046196844979e+42,4.59791387558604e+41,4.7146295512970345e+41,1.2016513507875449e+45,True,0.1
gplearn,g0001,II.34.2_1_0,3,ok,True,3603.483,2.5888556994380096e-15,2.624700054328206e-15,2.5615393711423167e-15,1.8750680344036941e-32,True,0.05
gplearn,g0023,I.11.19_4_0,3,ok,True,3603.487,0.0010098277416697933,0.0009764682978547031,0.0009929259200486037,0.025077047095654694,True,0.01
ragsr,g0042,feynman_test_15,3,ok,True,3603.489,19.452975934719905,19.670672613542802,19.24900969707446,41.75216677355962,True,0.1
udsr,g0001,II.34.2_1_0,4,ok,True,3603.49,4.872478279368349e-05,4.0419116152149036e-05,5.310930016519365e-05,1035.899236305663,True,0.01
pysr,g0031,II.11.27_1_0,2,ok,True,3603.49,0.00014959964694760138,0.0021226972493693383,0.00021172855647893563,0.005461563784544168,True,0.1
e2esr,g0038,PO19,1,ok,True,3603.492,8.860988814862694,9.99158159433365,9.461664647607432,7236292901.224429,True,0.01
pysr,g0031,II.11.27_1_0,2,ok,True,3603.496,2.064799700848108e-08,6.71520589687087e-08,3.1473328511617593e-08,1.1141479889828592e-07,True,0.01
e2esr,g0048,MatSci21,0,ok,True,3603.497,11421.835039451862,10574.946561352504,11415.811316222353,2046.6337134673986,True,0.05
ragsr,g0001,II.34.2_1_0,2,ok,True,3603.499,1972.5413714824404,1913.2438805201905,1982.7344687125421,176.57505359071772,True,0.1
ragsr,g0001,II.34.2_1_0,4,ok,True,3603.499,136452.53379073032,132482.5503458051,137112.04891014437,15640.62813982733,True,0.01
tpsr,g0045,feynman-bonus.20,4,ok,True,3603.502,7.55004939404361e+50,8.735411965504357e+50,4.780612076845134e+50,6.324650530996917e+50,True,0.05
udsr,g0012,feynman_I_27_6,0,ok,True,3603.502,1.1159421682082484e-05,1.1062814944967981e-05,1.1060807939249748e-05,3.454860965826674e-05,True,0.1
e2esr,g0048,MatSci21,3,ok,True,3603.504,1626801955.9614644,1507778108.3362143,1625497755.7927337,295678809.9276674,True,0.05
udsr,g0012,feynman_I_27_6,4,ok,True,3603.505,1.0483409162226157e-06,1.0188211963705813e-06,1.0395779817769463e-06,1.4086498473898277e-05,True,0.05
pysr,g0012,feynman_I_27_6,2,ok,True,3603.507,7.893637031341243e-08,2.7076478968461063e-08,1.9319797290453945e-08,5.778248056085024e-12,True,0.05
pysr,g0015,III.21.20_3_0,3,ok,True,3603.507,2.523065619750649e-06,2.715177232085023e-06,2.877767947778577e-06,3.1788824403588505,True,0.1
ragsr,g0015,III.21.20_3_0,2,ok,True,3603.509,1.3974948977081e+21,1.393511760500221e+21,1.5258093640521238e+21,1.8880704924674212e+16,True,0.01
ragsr,g0012,feynman_I_27_6,0,ok,True,3603.51,11.63947164386053,11.607268918970444,11.608039209427128,26.981492486189563,True,0.1
ragsr,g0042,feynman_test_15,2,ok,True,3603.515,516.117177131194,525.7812303755237,511.5719184517293,1610.3825575452336,True,0.01
gplearn,g0027,feynman_I_12_11,2,ok,True,3603.519,1.2719002945897497e-31,1.3068778568917133e-31,1.3515208670700864e-31,1.4716479784063392e-32,True,0.1
udsr,g0016,feynman_II_15_4,0,ok,True,3603.521,1.609150431991438e-05,1.5888559068877328e-05,1.667709088991388e-05,0.0005508490895674168,True,0.01
pysr,g0027,feynman_I_12_11,3,ok,True,3603.524,1.4161217051529329e-08,1.501487233962762e-08,1.4066372855020414e-08,5.219700297830159e-09,True,0.01
ragsr,g0015,III.21.20_3_0,3,ok,True,3603.524,8542111.306098307,8152112.211154271,9397770.41374326,15.139249727377166,True,0.1
pysr,g0031,II.11.27_1_0,4,ok,True,3603.528,1.817053634321692e-06,2.120957644681991e-06,1.3925415698236791e-06,5.2808786461125296e-06,True,0.1
gplearn,g0023,I.11.19_4_0,2,ok,True,3603.53,0.039937445146554604,0.03713548514270766,0.039872383786284445,0.30198287450446537,True,0.05
pysr,g0011,Vladislavleva-4,2,ok,True,3603.532,0.007568988667179835,0.008751536069944813,0.0071989424463553865,0.014722067952925888,True,0.1
ragsr,g0042,feynman_test_15,1,ok,True,3603.533,36.42122202052033,36.515780869892865,36.37154364338278,118.72633348983813,True,0.01
