global_index,dataset_name,dataset_dir,dataset_rel,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,formula_py
98,strogatz_barmag1,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,srbench1.0,srbench1.0/strogatz,strogatz_barmag1,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/formula.py
99,Keijzer-2,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2,sim-datasets-data/keijzer/Keijzer-2,keijzer,keijzer,Keijzer-2,A,strict,pysr,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/train.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/valid.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/id_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/ood_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/metadata.yaml,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/formula.py
100,PO18,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18,sim-datasets-data/llm-srbench/phys_osc/PO18,llm-srbench,llm-srbench/phys_osc,PO18,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/formula.py
101,PO21,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO21,sim-datasets-data/llm-srbench/phys_osc/PO21,llm-srbench,llm-srbench/phys_osc,PO21,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO21/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO21/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO21/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO21/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO21/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO21/formula.py
102,CRK23,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK23,sim-datasets-data/llm-srbench/chem_react/CRK23,llm-srbench,llm-srbench/chem_react,CRK23,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK23/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK23/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK23/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK23/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK23/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK23/formula.py
103,BPG9,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,llm-srbench,llm-srbench/bio_pop_growth,BPG9,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9/formula.py
104,PO27,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO27,sim-datasets-data/llm-srbench/phys_osc/PO27,llm-srbench,llm-srbench/phys_osc,PO27,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO27/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO27/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO27/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO27/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO27/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO27/formula.py
105,BPG7,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG7,sim-datasets-data/llm-srbench/bio_pop_growth/BPG7,llm-srbench,llm-srbench/bio_pop_growth,BPG7,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG7/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG7/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG7/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG7/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG7/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG7/formula.py
106,Korns-4,/home/anonymous/sim-datasets-data/korns/Korns-4,sim-datasets-data/korns/Korns-4,korns,korns,Korns-4,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-4/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-4/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-4/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-4/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-4/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-4/formula.py
107,BPG16,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG16,sim-datasets-data/llm-srbench/bio_pop_growth/BPG16,llm-srbench,llm-srbench/bio_pop_growth,BPG16,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/formula.py
108,BPG8,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG8,sim-datasets-data/llm-srbench/bio_pop_growth/BPG8,llm-srbench,llm-srbench/bio_pop_growth,BPG8,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG8/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG8/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG8/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG8/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG8/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG8/formula.py
109,BPG0,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,llm-srbench,llm-srbench/bio_pop_growth,BPG0,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/formula.py
110,CRK5,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK5,sim-datasets-data/llm-srbench/chem_react/CRK5,llm-srbench,llm-srbench/chem_react,CRK5,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK5/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK5/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK5/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK5/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK5/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK5/formula.py
111,CRK16,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK16,sim-datasets-data/llm-srbench/chem_react/CRK16,llm-srbench,llm-srbench/chem_react,CRK16,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK16/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK16/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK16/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK16/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK16/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK16/formula.py
112,CRK15,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK15,sim-datasets-data/llm-srbench/chem_react/CRK15,llm-srbench,llm-srbench/chem_react,CRK15,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK15/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK15/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK15/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK15/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK15/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK15/formula.py
113,Nguyen-7,/home/anonymous/sim-datasets-data/nguyen/Nguyen-7,sim-datasets-data/nguyen/Nguyen-7,nguyen,nguyen,Nguyen-7,A,strict,llmsr,/home/anonymous/sim-datasets-data/nguyen/Nguyen-7/train.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-7/valid.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-7/id_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-7/ood_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-7/metadata.yaml,/home/anonymous/sim-datasets-data/nguyen/Nguyen-7/formula.py
114,Korns-8,/home/anonymous/sim-datasets-data/korns/Korns-8,sim-datasets-data/korns/Korns-8,korns,korns,Korns-8,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-8/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-8/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-8/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-8/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-8/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-8/formula.py
115,MatSci23,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci23,sim-datasets-data/llm-srbench/matsci/MatSci23,llm-srbench,llm-srbench/matsci,MatSci23,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci23/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci23/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci23/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci23/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci23/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci23/formula.py
116,Korns-2,/home/anonymous/sim-datasets-data/korns/Korns-2,sim-datasets-data/korns/Korns-2,korns,korns,Korns-2,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-2/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-2/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-2/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-2/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-2/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-2/formula.py
117,PO37,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO37,sim-datasets-data/llm-srbench/phys_osc/PO37,llm-srbench,llm-srbench/phys_osc,PO37,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO37/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO37/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO37/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO37/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO37/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO37/formula.py
118,BPG14,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG14,sim-datasets-data/llm-srbench/bio_pop_growth/BPG14,llm-srbench,llm-srbench/bio_pop_growth,BPG14,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG14/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG14/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG14/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG14/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG14/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG14/formula.py
119,first_principles_kepler,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_kepler,sim-datasets-data/srbench2025/firstprinciples/first_principles_kepler,srbench2025,srbench2025/firstprinciples,first_principles_kepler,A,strict,llmsr,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_kepler/train.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_kepler/valid.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_kepler/id_test.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_kepler/ood_test.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_kepler/metadata.yaml,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_kepler/formula.py
120,feynman_test_8,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_8,sim-datasets-data/srbench1.0/feynman/feynman_test_8,srbench1.0,srbench1.0/feynman,feynman_test_8,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_8/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_8/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_8/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_8/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_8/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_8/formula.py
121,CRK6,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK6,sim-datasets-data/llm-srbench/chem_react/CRK6,llm-srbench,llm-srbench/chem_react,CRK6,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK6/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK6/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK6/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK6/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK6/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK6/formula.py
122,feynman_I_27_6,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_27_6,sim-datasets-data/srbench1.0/feynman/feynman_I_27_6,srbench1.0,srbench1.0/feynman,feynman_I_27_6,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_27_6/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_27_6/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_27_6/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_27_6/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_27_6/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_27_6/formula.py
123,feynman_I_6_2,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_6_2,sim-datasets-data/srbench1.0/feynman/feynman_I_6_2,srbench1.0,srbench1.0/feynman,feynman_I_6_2,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_6_2/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_6_2/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_6_2/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_6_2/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_6_2/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_6_2/formula.py
124,I.13.12_3_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.13.12_3_0,sim-datasets-data/llm-srbench/lsrtransform/I.13.12_3_0,llm-srbench,llm-srbench/lsrtransform,I.13.12_3_0,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.13.12_3_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.13.12_3_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.13.12_3_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.13.12_3_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.13.12_3_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.13.12_3_0/formula.py
125,II.36.38_5_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_5_0,sim-datasets-data/llm-srbench/lsrtransform/II.36.38_5_0,llm-srbench,llm-srbench/lsrtransform,II.36.38_5_0,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_5_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_5_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_5_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_5_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_5_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_5_0/formula.py
126,feynman_I_6_2b,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_6_2b,sim-datasets-data/srbench1.0/feynman/feynman_I_6_2b,srbench1.0,srbench1.0/feynman,feynman_I_6_2b,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_6_2b/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_6_2b/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_6_2b/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_6_2b/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_6_2b/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_6_2b/formula.py
127,feynman_test_7,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_7,sim-datasets-data/srbench1.0/feynman/feynman_test_7,srbench1.0,srbench1.0/feynman,feynman_test_7,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_7/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_7/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_7/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_7/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_7/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_7/formula.py
128,feynman_test_4,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_4,sim-datasets-data/srbench1.0/feynman/feynman_test_4,srbench1.0,srbench1.0/feynman,feynman_test_4,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_4/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_4/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_4/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_4/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_4/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_4/formula.py
129,Korns-5,/home/anonymous/sim-datasets-data/korns/Korns-5,sim-datasets-data/korns/Korns-5,korns,korns,Korns-5,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-5/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-5/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-5/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-5/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-5/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-5/formula.py
130,Keijzer-10,/home/anonymous/sim-datasets-data/keijzer/Keijzer-10,sim-datasets-data/keijzer/Keijzer-10,keijzer,keijzer,Keijzer-10,A,strict,llmsr,/home/anonymous/sim-datasets-data/keijzer/Keijzer-10/train.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-10/valid.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-10/id_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-10/ood_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-10/metadata.yaml,/home/anonymous/sim-datasets-data/keijzer/Keijzer-10/formula.py
131,II.6.15b_3_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,llm-srbench,llm-srbench/lsrtransform,II.6.15b_3_0,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/formula.py
132,CRK19,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK19,sim-datasets-data/llm-srbench/chem_react/CRK19,llm-srbench,llm-srbench/chem_react,CRK19,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK19/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK19/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK19/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK19/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK19/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK19/formula.py
133,feynman_III_10_19,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_10_19,sim-datasets-data/srbench1.0/feynman/feynman_III_10_19,srbench1.0,srbench1.0/feynman,feynman_III_10_19,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_10_19/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_10_19/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_10_19/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_10_19/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_10_19/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_10_19/formula.py
134,Korns-11,/home/anonymous/sim-datasets-data/korns/Korns-11,sim-datasets-data/korns/Korns-11,korns,korns,Korns-11,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-11/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-11/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-11/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-11/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-11/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-11/formula.py
135,Korns-12,/home/anonymous/sim-datasets-data/korns/Korns-12,sim-datasets-data/korns/Korns-12,korns,korns,Korns-12,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-12/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-12/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-12/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-12/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-12/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-12/formula.py
136,I.24.6_3_1,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1,sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1,llm-srbench,llm-srbench/lsrtransform,I.24.6_3_1,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/formula.py
