dataset_id,dataset_name,algorithm,seed,host,task_label,status,termination_reason,timeout_type,budget_exhausted,recovered_from_timeout,seconds,train_nmse,valid_nmse,id_nmse,ood_nmse,id_r2,ood_r2,has_expression,artifact_valid,normalized_expression,instantiated_expression,variables,operator_set,ast_node_count,tree_depth,n_features,feature_names,target_name,inject_prompt_semantics,llm_model_assignment,llm_config_path,background_preview,result_path
g0147,MatSci25,llmsr,1314,anon-node-04,g0147_MatSci25,ok,completed,not_timeout,False,False,3634.607,0.0012166808354623837,0.00120548285075279,0.0012368851089193643,0.0012692220181778873,0.9949947861015375,0.38275895436609975,True,True,c0 + c1*exp(c2*x0) + c3*sin(c4*x1) + c5*x0**2*x1,-36.632429551542884 + 36.8745133784754*exp(2.2156040595433346*x0) + 0.1270613795059687*sin(0.9447621070639943*x1) + -0.25555807387406104*x0**2*x1,x0;x1,add;exp;mul;pow;sin,20.0,5.0,2,epsilon;T,sigma,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Stress given Strain and Temperature,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-04/llmsr/g0147_MatSci25/result.json
g0148,MatSci11,llmsr,1314,anon-node-05,g0148_MatSci11,ok,completed,not_timeout,False,False,3610.536,2.0714541918404815e-06,2.592688137637346e-06,2.4791595960666262e-06,4.132705396777222e-06,0.9999950224415516,0.9996877079811634,True,True,c0*(c2 + exp(c1*x0)) + c3*x1 + c4*x0**2 + c5*sin(x0*x1) + c6*cos(x0*x1) + c7*x0**3 + c8*exp(-x1**2) + c9*tanh(x0*x1),135.51164468288363*(0.1606360995505332 + exp(3.69479297304006*x0)) + -0.5756382703849191*x1 + -1765.181948769237*x0**2 + -0.014605649995397315*sin(x0*x1) + 0.012859877194729408*cos(x0*x1) + 559.8168443678329*x0**3 + 1.0*exp(-x1**2) + 5.14867918462359*tanh(x0*x1),x0;x1,add;cos;exp;mul;pow;sin;tanh,48.0,6.0,2,epsilon;T,sigma,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,Calculate Stress given Strain and Temperature,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-05/llmsr/g0148_MatSci11/result.json
g0149,PO32,llmsr,1314,anon-node-02,g0149_PO32,ok,completed,not_timeout,False,False,3611.844,0.06461146317941849,0.05896654849514063,0.058931705442408354,0.021369506152273465,0.9410651758438219,0.9783259313576133,True,True,-c0 - c1*x0 - c2*x0**2 - c3*x0**3 - c4*x1 - c5*x2 - c6*x0*x1 - c7*x0*x2 - c8*x1*x2,--0.12543541982312745 - -0.4170444734727287*x0 - 0.049918688568444614*x0**2 - 3.093538488977637*x0**3 - 0.004486432098405776*x1 - 0.07821290255052926*x2 - -0.010121393656008811*x0*x1 - 0.060976836783159245*x0*x2 - -0.003175894734154097*x1*x2,x0;x1;x2,add;mul;pow,43.0,4.0,3,x;t;v,dv_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate Acceleration in Non-linear Harmonic Oscillator given Position at time t, Time and Velocity at time t",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-02/llmsr/g0149_PO32/result.json
g0150,CRK28,llmsr,1314,anon-node-03,g0150_CRK28,ok,completed,not_timeout,False,False,3610.437,4.376386738185288e-05,0.00029987884273125886,3.879390887509119e-05,0.0005157271310106264,0.9988110511493535,-5.651376022143589,True,True,c0*(c1*x1 + c2*x0**c3) + c4*exp(-c5*x0),0.029575759007656015*(-0.27347621247532217*x1 + 1.0412710797150262*x0**0.20860201075015933) + 0.0810654805960419*exp(-0.281615797897345*x0),x0;x1,add;exp;mul;pow,19.0,6.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-03/llmsr/g0150_CRK28/result.json
g0151,MatSci3,llmsr,1314,anon-node-04,g0151_MatSci3,ok,completed,not_timeout,False,False,3622.3,0.006120946898259538,0.006038639433905939,0.006064101574805102,0.028911015151995734,0.9632719996075731,-2.568365386133359,True,True,c0 + c1*x0**2 + c2*x1 + c3*x0*x1,190.57785676164355 + 57.51636447574721*x0**2 + -0.5449927034662595*x1 + 0.7705848847378122*x0*x1,x0;x1,add;mul;pow,14.0,4.0,2,epsilon;T,sigma,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Stress given Strain and Temperature,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-04/llmsr/g0151_MatSci3/result.json
g0152,first_principles_tully_fisher,llmsr,1314,anon-node-05,g0152_first_principles_tully_fisher,ok,completed,not_timeout,False,False,3610.957,0.00019268734208859333,9.304876156392116e-05,0.0005564793331526117,6.443119126422529e-05,0.9420643917533746,0.9953304192954407,True,True,"c0 + c1*power(x0, c2) + c3/(exp((c4 - x0)/c5) + 1) + c6*sin(c7*x0)","125.12944067433624 + -255.34631219048146*power(x0, 0.009292267882017242) + 125.12944465557786/(exp((1.0 - x0)/1.0) + 1) + 0.3277976814084716*sin(-8.793592831973283*x0)",x0,add;exp;mul;pow;power;sin,29.0,9.0,1,DV,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"The Tully-Fisher relation is an empirical correlation between the luminosity of a spiral galaxy and its rotational velocity, named after astronomers Richard Tully and J. Richard Fisher, who first proposed it in 1977, bas",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-05/llmsr/g0152_first_principles_tully_fisher/result.json
g0153,MatSci21,llmsr,1314,anon-node-02,g0153_MatSci21,ok,completed,not_timeout,False,False,3612.617,0.04631294058986531,0.045264848669122566,0.04446817282542553,0.0704633789488407,0.9553273792382114,-1.6283623856043605,True,True,c0 + c1*x0**2 + c2*x1 + c3*x0*x1,531.2421157555923 + 159.07970290424797*x0**2 + -1.8809375834871713*x1 + 1.8171844171187703*x0*x1,x0;x1,add;mul;pow,14.0,4.0,2,epsilon;T,sigma,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Stress given Strain and Temperature,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-02/llmsr/g0153_MatSci21/result.json
g0154,first_principles_leavitt,llmsr,1314,anon-node-03,g0154_first_principles_leavitt,ok,completed,not_timeout,False,False,3610.413,4.737913286190615e-05,0.0004244772164620623,0.00037589712681116864,0.007012326852064966,0.6830337141059969,0.5371133455059554,True,True,c0 + c1*x0 + c2*x0**2 + c3*x0**3 + c4*exp(c5*x0) + c6/(exp(c7*(-c8 + x0)) + 1),14.954230364180109 + -3.012176489857025*x0 + 3.946865557098449*x0**2 + -2.4929794795704447*x0**3 + 0.00765124562008426*exp(3.4245474262567677*x0) + 0.3929365849351883/(exp(413.1291726868499*(-0.7374076672923484 + x0)) + 1),x0,add;exp;mul;pow,35.0,9.0,1,logP,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,The Leavitt dataset models the relationship between the luminosity of a star and its period. The dataset is based on the Leavitt Law. The data was taken from 1912 paper by Leavitt. y-axis is magnitude at maxima and minim,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-03/llmsr/g0154_first_principles_leavitt/result.json
g0155,PO8,llmsr,1314,anon-node-04,g0155_PO8,ok,completed,not_timeout,False,False,3623.994,0.0006419587878238825,0.0006592633531437171,0.0008021892337160172,0.0006754925509339432,0.9991927252411807,0.9993188133105158,True,True,-c0*x0 - c1*x2 - c2*x0**2 - c3*x0*x1 - c4*x1*x2 - c5*x0**3 - c6*x0**2*x1 - c7*x0*x2 - c8*x2**2 + c9*x1,-0.5236225752253961*x0 - -0.0016977955439066322*x2 - 0.051324534272690396*x0**2 - -0.0007532007681168404*x0*x1 - 0.0001256614562382307*x1*x2 - 0.8365573861669757*x0**3 - -0.0007100145142199752*x0**2*x1 - -0.0012119160028002908*x0*x2 - 0.3732885518272828*x2**2 + -0.0013914480412787293*x1,x0;x1;x2,add;mul;pow,52.0,4.0,3,x;t;v,dv_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate Acceleration in Non-linear Harmonic Oscillator given Position at time t, Time and Velocity at time t",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-04/llmsr/g0155_PO8/result.json
g0156,Keijzer-12,llmsr,1314,anon-node-05,g0156_Keijzer-12,ok,completed,not_timeout,False,False,3614.731,6.492011425596273e-16,1.4613389996056745e-14,2.911137666073048e-15,1.2773799972662556e-15,0.9999999999999956,0.9999999999999966,True,True,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*x0**3 + c6*x1**3 + c7*x0**4,-1.192763973946335e-06 + 1.6075045560712288e-06*x0 + -1.000000171997198*x1 + 1.2388131712242068e-06*x0**2 + 0.5000000736758566*x1**2 + -1.0000002221747206*x0**3 + 4.892533886386708e-08*x1**3 + 0.9999998615817175*x0**4,x0;x1,add;mul;pow,33.0,4.0,2,x1;x2,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,This is an abstract symbolic regression problem.,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-05/llmsr/g0156_Keijzer-12/result.json
g0157,PO26,llmsr,1314,anon-node-02,g0157_PO26,ok,completed,not_timeout,False,False,3612.235,0.12122909984052399,0.12066355288788153,0.12314329845222717,0.19030309183386424,0.876778756834257,0.761279403041431,True,True,c0*x0 + c1*x0**2 + c2*x1 + c3*x2 + c4*x0*x1 + c5*x0*x2 + c6*x1*x2 + c7*sin(x0) + c8*cos(x1) + c9*exp(x2),-16.686163610928258*x0 + -0.06526916972447176*x0**2 + -0.006231946092259213*x1 + -0.48840557639338267*x2 + -0.02813589673375121*x0*x1 + -0.4657535065124352*x0*x2 + 0.01734037796573462*x1*x2 + 16.860754840534*sin(x0) + -0.0004181191311713939*cos(x1) + -0.009299719399344066*exp(x2),x0;x1;x2,add;cos;exp;mul;pow;sin,39.0,4.0,3,x;t;v,dv_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate Acceleration in Non-linear Harmonic Oscillator given Position at time t, Time and Velocity at time t",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-02/llmsr/g0157_PO26/result.json
g0158,PO0,llmsr,1314,anon-node-03,g0158_PO0,ok,completed,not_timeout,False,False,3611.138,0.0007492957343768153,0.0006927010704994498,0.000750344010273551,0.0005981295284351417,0.9992482057518607,0.9993296275014532,True,True,-c0*x2 - c1*x0 + c2*x0**3 + c3*x2**3 + c4*x1*x2 + c5*sin(x1) + c6*cos(x1) + c7*exp(x0) + c8*exp(x2) + c9*tanh(x2),-0.015797921109518696*x2 - 0.6227899390588792*x0 + -0.7925583968791423*x0**3 + -0.03622142512743152*x2**3 + -0.00035820473885367235*x1*x2 + 0.9407688073754849*sin(x1) + 0.012825398492039774*cos(x1) + -0.0020815253725828403*exp(x0) + 0.0014771431275841837*exp(x2) + -0.7103985606292037*tanh(x2),x0;x1;x2,add;cos;exp;mul;pow;sin;tanh,43.0,4.0,3,x;t;v,dv_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate Acceleration in Non-linear Harmonic Oscillator given Position at time t, Time and Velocity at time t",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-03/llmsr/g0158_PO0/result.json
g0159,CRK30,llmsr,1314,anon-node-04,g0159_CRK30,ok,completed,not_timeout,False,False,3627.014,0.00014274639839501605,0.0001387158238531061,0.0001468047237662504,0.0009412826516238441,0.9992541995280866,-2.53664655598494,True,True,-c0*x1 + c1*x1**2 + c2*exp(-c3*x0),--0.028363189050058777*x1 + -0.008309928366396128*x1**2 + 0.07170148757424799*exp(-0.18186191673376975*x0),x0;x1,add;exp;mul;pow,17.0,5.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-04/llmsr/g0159_CRK30/result.json
g0160,PO16,llmsr,1314,anon-node-05,g0160_PO16,ok,completed,not_timeout,False,False,3611.107,6.62253699477462e-06,6.040855245438537e-06,7.276190873545625e-06,6.229983078130687e-06,0.999992722253052,0.9999936909153495,True,True,c0*x0 + c1*x0**2 + c2*x0**3 + c3*x2 + c4*x2**2 + c5*x2**3 + c6*sin(x1) + c7*cos(x1) + c8*x0*x2 + c9*x1,0.001298569308694711*x0 + 0.0003266514412122091*x0**2 + -3.107676244219686*x0**3 + -0.12820439443980716*x2 + -0.0004887274467701384*x2**2 + 0.018376292023246695*x2**3 + 0.8889599985349839*sin(x1) + 0.0004889085230029422*cos(x1) + -0.1152464824755051*x0*x2 + 1.0313402234638847e-05*x1,x0;x1;x2,add;cos;mul;pow;sin,42.0,4.0,3,x;t;v,dv_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate Acceleration in Non-linear Harmonic Oscillator given Position at time t, Time and Velocity at time t",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-05/llmsr/g0160_PO16/result.json
g0161,CRK13,llmsr,1314,anon-node-02,g0161_CRK13,ok,completed,not_timeout,False,False,3611.39,1.1339303059343212e-06,1.0967172470965793e-06,1.153270009641019e-06,7.339468792831906e-05,0.9999943410064763,0.9616970016151185,True,True,c0*exp(c1*x0) + c2*x1/(c3*x1 + 1),-0.00022825457905046*exp(0.008505238222000971*x0) + -0.02105334439917634*x1/(-0.3651029367884535*x1 + 1),x0;x1,add;exp;mul;pow,17.0,6.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-02/llmsr/g0161_CRK13/result.json
g0162,CRK11,llmsr,1314,anon-node-03,g0162_CRK11,ok,completed,not_timeout,False,False,3611.126,3.3092403013767323e-06,4.312318686347838e-06,2.79365485811128e-06,0.0004061514231349331,0.9999971231650434,0.9993570114295485,True,True,c0 + c1/(c2 + x1) + c3*x1**2 + c4*x1**3 + c5*x0*x1,-0.0013770361054554654 + 0.5292254097297422/(1.299616879933135 + x1) + -0.2877305551407173*x1**2 + -0.32045039119023055*x1**3 + -3.604016545570001e-07*x0*x1,x0;x1,add;mul;pow,23.0,5.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-03/llmsr/g0162_CRK11/result.json
g0163,CRK8,llmsr,1314,anon-node-04,g0163_CRK8,ok,completed,not_timeout,False,False,3626.12,2.787359170274882e-06,2.2886339965202435e-06,2.1632635126961237e-06,244384.99110107718,0.9999977334434463,-569922.5273944528,True,True,c0*x1**2 + c1*x0*x1 + c2*exp(-c3*x0) + c4*sin(c5*x0) + c6*cos(c7*x1) + c8*x0**2*x1**2,-0.6623933652296246*x1**2 + -0.03992374965714907*x0*x1 + -0.5899350790219502*exp(-1.4472900703511236*x0) + -5.687978899396483e-05*sin(1.152578189510383*x0) + -8.728574071012375e-06*cos(0.9570851219417368*x1) + -0.37187974185440476*x0**2*x1**2,x0;x1,add;cos;exp;mul;pow;sin,37.0,5.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-04/llmsr/g0163_CRK8/result.json
g0164,CRK18,llmsr,1314,anon-node-05,g0164_CRK18,ok,completed,not_timeout,False,False,3611.187,1.3851435585824524e-07,9.994956845440174e-08,1.6964093774464867e-07,0.013495158630890201,0.9999998136720221,0.5420422123384736,True,True,c0*x1**c1*exp(-c2*x0) + c3*x0**c4,-0.4727622748903262*x1**2.0147279674381893*exp(-0.09952550119979137*x0) + 2.1177617923029114e-06*x0**0.22562965467151672,x0;x1,add;exp;mul;pow,16.0,5.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-05/llmsr/g0164_CRK18/result.json
g0165,CRK10,llmsr,1314,anon-node-02,g0165_CRK10,ok,completed,not_timeout,False,False,3612.188,7.2200133048223e-07,8.246747667320328e-07,6.951489421955183e-07,0.004777000504199195,0.9999992413423574,0.9786356933331247,True,True,c0*x1**2 + c1*exp(-c2*x0) + c3*x0*x1 + c4*sin(c5*x0) + c6*cos(c7*x1) + c8*x1**3 + c9*log(x1 + 1.0e-6),0.5368156545312625*x1**2 + 0.06157832667457264*exp(-0.8094384568417303*x0) + 4.8640804391531e-07*x0*x1 + 1.1095151171716775e-05*sin(0.608863007969683*x0) + 0.548501809224337*cos(1.7332287808431535*x1) + -0.30701507047064913*x1**3 + 0.9134625416997441*log(x1 + 1.0e-6),x0;x1,add;cos;exp;log;mul;pow;sin,40.0,5.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-02/llmsr/g0165_CRK10/result.json
g0166,CRK24,llmsr,1314,anon-node-03,g0166_CRK24,ok,completed,not_timeout,False,False,3610.478,1.1192392742648692e-07,9.067130412568327e-08,8.222889079842497e-08,0.0001125706504371117,0.9999999095137628,0.9996816826180933,True,True,c0*exp(-c1*x0) + c2*x1 + c3*x1**2 + c4*x0*x1 + c5*x1*sin(c6*x0) + c7*cos(c8*x0) + c9,-0.001033705049569274*exp(-1.1379187568107716*x0) + 0.15194739399704887*x1 + -0.2258208469105675*x1**2 + 1.4180318934759806e-07*x0*x1 + -7.580465500799056e-07*x1*sin(-1.8066116353570523*x0) + -1.4726260500138843e-06*cos(2.9348199335267084*x0) + 0.3062931252516124,x0;x1,add;cos;exp;mul;pow;sin,34.0,5.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-03/llmsr/g0166_CRK24/result.json
g0167,BPG3,llmsr,1314,anon-node-04,g0167_BPG3,ok,completed,not_timeout,False,False,3614.396,2.411699553150132e-07,1.8953209226446451e-07,2.1314490932296134e-07,2.737372037146538,0.999999773981547,-2.1418952058007523,True,True,c0*x1*exp(c1*x0) + c2*x0*x1 + c3*x1**2,-0.8393296754932393*x1*exp(0.024326622939681648*x0) + 0.02050047683509099*x0*x1 + 0.2576379401967657*x1**2,x0;x1,add;exp;mul;pow,17.0,5.0,2,t;P,dP_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Population growth rate given Time and Population at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-04/llmsr/g0167_BPG3/result.json
g0168,CRK34,llmsr,1314,anon-node-05,g0168_CRK34,ok,completed,not_timeout,False,False,3610.993,5.922394367776956e-08,4.467824672360124e-08,7.251116775231847e-08,0.00031407059390911314,0.999999921149885,0.9996132142961098,True,True,c0*x1 + c1*x0*x1 + c2*x1*exp(-c3*x0) + c4*x1**2 + c5*x1*sin(c6*x0),0.6703759635427157*x1 + -2.1554718601500477e-07*x0*x1 + 0.1645362214685807*x1*exp(-1.2418907311819394*x0) + -0.27993981640225946*x1**2 + -3.0623911257329516e-06*x1*sin(0.7311046937969828*x0),x0;x1,add;exp;mul;pow;sin,28.0,5.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-05/llmsr/g0168_CRK34/result.json
g0169,CRK9,llmsr,1314,anon-node-02,g0169_CRK9,ok,completed,not_timeout,False,False,3612.206,1.8698207227773768e-07,2.0100230353998345e-07,2.160381007459795e-07,0.0038645032658389186,0.9999997591409798,0.9837062309368163,True,True,c0*x1**2 + c1*exp(-c2*x0) + c3*x0*x1 + c4*sin(c5*x0) + c6*cos(c7*x1) + c8*tanh(c9*x1),-0.073722059097662*x1**2 + 0.10172331815892942*exp(-1.2096696055456417*x0) + 3.6128213790168143e-07*x0*x1 + 8.391493430441344e-06*sin(0.5599929599578386*x0) + 0.2012425163968886*cos(1.2710491043405512*x1) + 0.5650770746989584*tanh(0.7366623937360951*x1),x0;x1,add;cos;exp;mul;pow;sin;tanh,35.0,5.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-02/llmsr/g0169_CRK9/result.json
g0170,BPG17,llmsr,1314,anon-node-03,g0170_BPG17,ok,completed,not_timeout,False,False,3610.311,4.640446519413666e-06,4.377286808970708e-06,4.669728987784192e-06,2.664195122537838,0.9999941695927228,-101.10707558523717,True,True,c0*exp(c1*x0)/(exp(c2*(-c3 + x1)) + 1)**c4 + c5*(-c6 + x1)/(1 + exp(-c7*(-c6 + x1))),0.6595929706389674*exp(-2.4722649848479256e-05*x0)/(exp(1.08603898983039*(-0.8537900743180452 + x1)) + 1)**1.0822848841220272 + 0.6448559864136955*(-3.037298128654224 + x1)/(1 + exp(-1.008643970603427*(-3.037298128654224 + x1))),x0;x1,add;exp;mul;pow,41.0,9.0,2,t;P,dP_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,Calculate Population growth rate given Time and Population at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-03/llmsr/g0170_BPG17/result.json
