sample_id,attempt_number,physical_request_ordinal,status,input_tokens,output_tokens,total_tokens
review_004977,1,4915,accepted,1365,226,1591
review_004978,1,4916,accepted,1296,90,1386
review_004979,1,4917,accepted,1307,163,1470
review_004980,1,4918,accepted,1329,90,1419
review_004981,1,4919,accepted,1315,90,1405
review_004982,1,4920,accepted,1301,371,1672
review_004983,1,4921,accepted,1283,90,1373
review_004984,1,4922,accepted,1259,90,1349
review_004985,1,4923,accepted,1311,302,1613
review_004986,1,4924,accepted,1351,868,2219
review_004987,1,4925,accepted,1335,90,1425
review_004988,1,4926,accepted,1369,407,1776
review_004989,1,4927,accepted,1418,398,1816
review_004990,1,4928,accepted,1352,90,1442
review_004991,1,4929,accepted,1386,266,1652
review_004992,1,4930,accepted,1356,343,1699
review_004993,1,4931,accepted,1361,1165,2526
review_004994,1,4932,accepted,1348,205,1553
review_004995,1,4933,accepted,1386,368,1754
review_004996,1,4934,accepted,1339,220,1559
review_004997,1,4935,accepted,1325,276,1601
review_004998,1,4936,accepted,1370,217,1587
review_004999,1,4937,accepted,1379,587,1966
review_005000,1,4938,accepted,1382,193,1575
review_005001,1,4939,accepted,1258,90,1348
review_005002,1,4940,accepted,1290,90,1380
review_005003,1,4941,accepted,1281,184,1465
review_005004,1,4942,accepted,1242,88,1330
review_005005,1,4943,accepted,1218,86,1304
review_005006,1,4944,accepted,1255,90,1345
review_005007,1,4945,accepted,1223,86,1309
review_005008,1,4946,accepted,1230,88,1318
review_005009,1,4947,accepted,1223,86,1309
review_005010,1,4948,accepted,1219,90,1309
review_005011,1,4949,accepted,1238,88,1326
review_005012,1,4950,accepted,1247,90,1337
review_005013,1,4951,accepted,1257,90,1347
review_005014,1,4952,accepted,1231,229,1460
review_005015,1,4953,accepted,1225,88,1313
review_005016,1,4954,accepted,1234,91,1325
review_005017,1,4955,accepted,1261,90,1351
review_005018,1,4956,accepted,1241,90,1331
review_005019,1,4957,accepted,1251,156,1407
review_005020,1,4958,accepted,1241,90,1331
review_005021,1,4959,accepted,1267,88,1355
review_005022,1,4960,accepted,1290,208,1498
review_005023,1,4961,accepted,1299,90,1389
review_005024,1,4962,accepted,1228,101,1329
review_005025,1,4963,accepted,1241,90,1331
review_005026,1,4964,accepted,1244,120,1364
review_005027,1,4965,accepted,1221,90,1311
review_005028,1,4966,accepted,1279,90,1369
review_005029,1,4967,accepted,1257,90,1347
review_005030,1,4968,accepted,1275,220,1495
review_005031,1,4969,accepted,1201,88,1289
review_005032,1,4970,accepted,1239,152,1391
review_005033,1,4971,accepted,1281,217,1498
review_005034,1,4972,accepted,1285,90,1375
review_005035,1,4973,accepted,1208,90,1298
review_005036,1,4974,accepted,1220,93,1313
review_005037,1,4975,accepted,1239,90,1329
review_005038,1,4976,accepted,1216,89,1305
review_005039,1,4977,accepted,1228,90,1318
review_005040,1,4978,accepted,1240,90,1330
review_005041,1,4979,accepted,1208,89,1297
review_005042,1,4980,accepted,1239,90,1329
review_005043,1,4981,accepted,1216,86,1302
review_005044,1,4982,accepted,1203,88,1291
review_005045,1,4983,accepted,1218,89,1307
review_005046,1,4984,accepted,1233,88,1321
review_005047,1,4985,accepted,1221,89,1310
review_005048,1,4986,accepted,1241,86,1327
review_005049,1,4987,accepted,1264,90,1354
review_005050,1,4988,accepted,1260,107,1367
review_005051,1,4989,accepted,1291,90,1381
review_005052,1,4990,accepted,1223,84,1307
review_005053,1,4991,accepted,1241,90,1331
review_005054,1,4992,accepted,1230,88,1318
review_005055,1,4993,accepted,1223,88,1311
review_005056,1,4994,accepted,1254,86,1340
review_005057,1,4995,accepted,1250,86,1336
review_005058,1,4996,accepted,1229,90,1319
review_005059,1,4997,accepted,1242,205,1447
review_005060,1,4998,accepted,1218,86,1304
review_005061,1,4999,accepted,1259,90,1349
review_005062,1,5000,accepted,1234,90,1324
review_005063,1,5001,accepted,1278,338,1616
review_005064,1,5002,accepted,1281,416,1697
review_005065,1,5003,accepted,1220,86,1306
review_005066,1,5004,accepted,1228,91,1319
review_005067,1,5005,accepted,1230,114,1344
review_005068,1,5006,accepted,1239,90,1329
review_005069,1,5007,accepted,1256,90,1346
review_005070,1,5008,accepted,1231,86,1317
review_005071,1,5009,accepted,1266,88,1354
review_005072,1,5010,accepted,1252,90,1342
review_005073,1,5011,accepted,1243,89,1332
review_005074,1,5012,accepted,1223,113,1336
review_005075,1,5013,accepted,1212,88,1300
review_005076,1,5014,accepted,1219,86,1305
review_005077,1,5015,accepted,1222,90,1312
review_005078,1,5016,accepted,1245,88,1333
review_005079,1,5017,accepted,1294,637,1931
review_005080,1,5018,accepted,1282,89,1371
review_005081,1,5019,accepted,1293,90,1383
review_005082,1,5020,accepted,1262,90,1352
review_005083,1,5021,accepted,1283,100,1383
review_005084,1,5022,accepted,1299,90,1389
review_005085,1,5023,accepted,1225,88,1313
review_005086,1,5024,accepted,1218,90,1308
review_005087,1,5025,accepted,1238,192,1430
review_005088,1,5026,accepted,1215,92,1307
review_005089,1,5027,accepted,1228,90,1318
review_005090,1,5028,accepted,1248,126,1374
review_005091,1,5029,accepted,1215,92,1307
review_005092,1,5030,accepted,1212,88,1300
review_005093,1,5031,accepted,1221,96,1317
review_005094,1,5032,accepted,1211,86,1297
review_005095,1,5033,accepted,1210,88,1298
review_005096,1,5034,accepted,1216,86,1302
review_005097,1,5035,accepted,1223,92,1315
review_005098,1,5036,accepted,1254,86,1340
review_005099,1,5037,accepted,1233,88,1321
review_005100,1,5038,accepted,1264,90,1354
review_005101,1,5039,accepted,1293,229,1522
review_005102,1,5040,accepted,1228,88,1316
review_005103,1,5041,accepted,1250,273,1523
review_005104,1,5042,accepted,1242,86,1328
review_005105,1,5043,accepted,1224,85,1309
review_005106,1,5044,accepted,1247,88,1335
review_005107,1,5045,accepted,1254,88,1342
review_005108,1,5046,accepted,1252,224,1476
review_005109,1,5047,accepted,1224,86,1310
review_005110,1,5048,accepted,1229,269,1498
review_005111,1,5049,accepted,1245,95,1340
review_005112,1,5050,accepted,1224,90,1314
review_005113,1,5051,accepted,1268,90,1358
review_005114,1,5052,accepted,1229,90,1319
review_005115,1,5053,accepted,1290,190,1480
review_005116,1,5054,accepted,1233,88,1321
review_005117,1,5055,accepted,1270,220,1490
review_005118,1,5056,accepted,1261,90,1351
review_005119,1,5057,accepted,1260,154,1414
review_005120,1,5058,accepted,1265,90,1355
review_005121,1,5059,accepted,1266,302,1568
review_005122,1,5060,accepted,1324,230,1554
review_005123,1,5061,accepted,1245,90,1335
review_005124,1,5062,accepted,1226,121,1347
review_005125,1,5063,accepted,1214,86,1300
review_005126,1,5064,accepted,1265,142,1407
review_005127,1,5065,accepted,1230,88,1318
review_005128,1,5066,accepted,1271,88,1359
review_005129,1,5067,accepted,1249,163,1412
review_005130,1,5068,accepted,1274,210,1484
review_005131,1,5069,accepted,1248,90,1338
review_005132,1,5070,accepted,1244,90,1334
review_005133,1,5071,accepted,1246,88,1334
review_005134,1,5072,accepted,1281,395,1676
review_005135,1,5073,accepted,1283,90,1373
review_005136,1,5074,accepted,1217,88,1305
review_005137,1,5075,accepted,1230,90,1320
review_005138,1,5076,accepted,1215,89,1304
review_005139,1,5077,accepted,1228,90,1318
review_005140,1,5078,accepted,1211,88,1299
review_005141,1,5079,accepted,1215,92,1307
review_005142,1,5080,accepted,1224,90,1314
review_005143,1,5081,accepted,1233,96,1329
review_005144,1,5082,accepted,1208,88,1296
review_005145,1,5083,accepted,1221,89,1310
review_005146,1,5084,accepted,1291,92,1383
review_005147,1,5085,accepted,1211,93,1304
review_005148,1,5086,accepted,1224,86,1310
review_005149,1,5087,accepted,1250,90,1340
review_005150,1,5088,accepted,1266,90,1356
review_005151,1,5089,accepted,1396,90,1486
review_005152,1,5090,accepted,1338,88,1426
review_005154,1,5091,accepted,1226,87,1313
review_005155,1,5092,accepted,1221,88,1309
review_005156,1,5093,accepted,2004,1572,3576
review_005157,1,5094,accepted,1591,888,2479
review_005158,1,5095,accepted,1228,87,1315
review_005159,1,5096,accepted,1243,88,1331
review_005160,1,5097,accepted,1218,86,1304
review_005161,1,5098,accepted,1241,87,1328
review_005162,1,5099,accepted,1230,84,1314
review_005163,1,5100,accepted,2094,1297,3391
review_005164,1,5101,accepted,1749,1616,3365
review_005167,1,5102,accepted,1227,85,1312
review_005168,1,5103,accepted,2745,1227,3972
review_005169,1,5104,accepted,1254,90,1344
review_005170,1,5105,accepted,1232,88,1320
review_005171,1,5106,accepted,1261,88,1349
review_005172,1,5107,accepted,1640,117,1757
review_005174,1,5108,accepted,2051,235,2286
review_005175,1,5109,accepted,1590,167,1757
review_005176,1,5110,accepted,1646,558,2204
review_005177,1,5111,accepted,1246,88,1334
review_005178,1,5112,accepted,1245,88,1333
review_005179,1,5113,accepted,1275,89,1364
review_005180,1,5114,accepted,1983,426,2409
review_005181,1,5115,accepted,1719,364,2083
review_005182,1,5116,accepted,1803,666,2469
review_005187,1,5117,accepted,1228,90,1318
review_005188,1,5118,accepted,1223,84,1307
review_005190,1,5119,accepted,1267,90,1357
review_005191,1,5120,accepted,1220,87,1307
review_005192,1,5121,accepted,1218,87,1305
review_005194,1,5122,accepted,1227,89,1316
review_005195,1,5123,accepted,1220,89,1309
review_005196,1,5124,accepted,1538,97,1635
review_005197,1,5125,accepted,1537,91,1628
review_005198,1,5126,accepted,1229,89,1318
review_005200,1,5127,accepted,1574,88,1662
review_005201,1,5128,accepted,1319,87,1406
review_005202,1,5129,accepted,1247,88,1335
review_005203,1,5130,accepted,3128,1726,4854
review_005205,1,5131,accepted,1228,86,1314
review_005207,1,5132,accepted,1255,88,1343
review_005208,1,5133,accepted,1223,81,1304
review_005209,1,5134,accepted,1253,90,1343
review_005210,1,5135,accepted,1217,88,1305
review_005211,1,5136,accepted,1229,88,1317
review_005212,1,5137,accepted,1232,88,1320
review_005214,1,5138,accepted,1702,224,1926
review_005215,1,5139,accepted,1226,90,1316
review_005216,1,5140,accepted,1279,91,1370
review_005217,1,5141,accepted,1254,90,1344
review_005219,1,5142,accepted,1254,89,1343
review_005220,1,5143,accepted,1228,89,1317
review_005221,1,5144,accepted,1550,446,1996
review_005222,1,5145,accepted,1272,88,1360
review_005223,1,5146,accepted,1637,1708,3345
review_005224,1,5147,accepted,1745,1564,3309
review_005225,1,5148,accepted,1642,277,1919
review_005226,1,5149,accepted,1689,1215,2904
review_005227,1,5150,accepted,1583,464,2047
review_005228,1,5151,accepted,1253,90,1343
review_005231,1,5152,accepted,1285,89,1374
review_005232,1,5153,accepted,2069,853,2922
review_005236,1,5154,accepted,1237,88,1325
review_005237,1,5155,accepted,1234,88,1322
review_005238,1,5156,accepted,1217,87,1304
review_005240,1,5157,accepted,1738,1322,3060
review_005241,1,5158,accepted,1214,89,1303
review_005242,1,5159,accepted,1218,92,1310
review_005244,1,5160,accepted,1223,89,1312
review_005245,1,5161,accepted,1218,84,1302
review_005246,1,5162,accepted,1535,92,1627
review_005247,1,5163,accepted,1235,86,1321
review_005248,1,5164,accepted,1244,88,1332
review_005250,1,5165,accepted,1568,97,1665
review_005251,1,5166,accepted,1398,90,1488
review_005252,1,5167,accepted,1273,87,1360
review_005253,1,5168,accepted,2728,686,3414
review_005254,1,5169,accepted,1231,87,1318
review_005255,1,5170,accepted,1220,86,1306
review_005257,1,5171,accepted,1276,135,1411
review_005258,1,5172,accepted,1211,84,1295
review_005259,1,5173,accepted,1527,95,1622
review_005260,1,5174,accepted,1222,86,1308
review_005261,1,5175,accepted,1249,87,1336
review_005262,1,5176,accepted,1224,88,1312
review_005263,1,5177,accepted,1356,89,1445
review_005264,1,5178,accepted,1727,867,2594
review_005265,1,5179,accepted,1673,1345,3018
review_005266,1,5180,accepted,1266,87,1353
review_005267,1,5181,accepted,1385,90,1475
review_005269,1,5182,accepted,1243,85,1328
review_005270,1,5183,accepted,1234,90,1324
review_005271,1,5184,accepted,1252,90,1342
review_005272,1,5185,accepted,1257,90,1347
review_005273,1,5186,accepted,1255,88,1343
review_005274,1,5187,accepted,1508,89,1597
review_005275,1,5188,accepted,1584,206,1790
review_005276,1,5189,accepted,1236,87,1323
review_005277,1,5190,accepted,1701,1411,3112
review_005278,1,5191,accepted,1235,87,1322
review_005279,1,5192,accepted,1278,89,1367
review_005281,1,5193,accepted,1233,88,1321
review_005282,1,5194,accepted,1938,327,2265
review_005286,1,5195,accepted,1237,88,1325
review_005287,1,5196,accepted,1238,88,1326
review_005288,1,5197,accepted,1225,89,1314
review_005290,1,5198,accepted,1405,87,1492
review_005291,1,5199,accepted,1213,73,1286
review_005292,1,5200,accepted,1226,89,1315
review_005294,1,5201,accepted,1222,90,1312
review_005295,1,5202,accepted,1220,84,1304
review_005296,1,5203,accepted,1219,84,1303
review_005297,1,5204,accepted,1225,90,1315
review_005298,1,5205,accepted,1252,88,1340
review_005300,1,5206,accepted,1560,95,1655
review_005301,1,5207,accepted,1360,90,1450
review_005302,1,5208,accepted,1323,180,1503
review_005303,1,5209,accepted,1334,226,1560
review_005304,1,5210,accepted,1334,88,1422
review_005305,1,5211,accepted,1299,275,1574
review_005306,1,5212,accepted,1244,88,1332
review_005307,1,5213,accepted,1288,476,1764
review_005308,1,5214,accepted,1256,88,1344
review_005309,1,5215,accepted,1249,88,1337
review_005310,1,5216,accepted,1327,183,1510
review_005311,1,5217,accepted,1250,90,1340
review_005312,1,5218,accepted,1286,91,1377
review_005313,1,5219,accepted,1289,261,1550
review_005314,1,5220,accepted,1346,245,1591
review_005315,1,5221,accepted,1242,231,1473
review_005316,1,5222,accepted,1358,317,1675
review_005317,1,5223,accepted,1302,212,1514
review_005318,1,5224,accepted,1663,90,1753
review_005319,1,5225,accepted,1399,158,1557
review_005320,1,5226,accepted,1378,246,1624
review_005321,1,5227,accepted,1410,213,1623
review_005322,1,5228,accepted,1409,311,1720
review_005323,1,5229,accepted,1300,90,1390
review_005324,1,5230,accepted,1239,100,1339
review_005325,1,5231,accepted,1255,90,1345
review_005326,1,5232,accepted,1311,216,1527
review_005327,1,5233,accepted,1264,171,1435
review_005328,1,5234,accepted,1426,232,1658
review_005329,1,5235,accepted,1313,166,1479
review_005330,1,5236,accepted,1472,210,1682
review_005331,1,5237,accepted,1281,196,1477
review_005332,1,5238,accepted,1324,90,1414
review_005333,1,5239,accepted,1515,90,1605
review_005334,1,5240,accepted,1379,324,1703
review_005335,1,5241,accepted,1252,90,1342
review_005336,1,5242,accepted,1281,151,1432
review_005337,1,5243,accepted,1285,90,1375
review_005338,1,5244,accepted,1247,180,1427
review_005339,1,5245,accepted,1314,197,1511
review_005340,1,5246,accepted,1339,244,1583
review_005341,1,5247,accepted,1251,90,1341
review_005342,1,5248,accepted,1266,90,1356
review_005343,1,5249,accepted,1238,88,1326
review_005344,1,5250,accepted,1617,504,2121
review_005345,1,5251,accepted,1260,213,1473
review_005346,1,5252,accepted,1228,87,1315
review_005347,1,5253,accepted,1217,86,1303
review_005348,1,5254,accepted,1318,240,1558
review_005349,1,5255,accepted,1297,409,1706
review_005350,1,5256,accepted,1392,197,1589
review_005351,1,5257,accepted,1374,342,1716
review_005352,1,5258,accepted,1319,90,1409
review_005353,1,5259,accepted,1344,226,1570
review_005354,1,5260,accepted,1342,199,1541
review_005355,1,5261,accepted,1271,238,1509
review_005356,1,5262,accepted,1280,519,1799
review_005357,1,5263,accepted,1301,307,1608
review_005358,1,5264,accepted,1284,358,1642
review_005359,1,5265,accepted,1281,339,1620
review_005360,1,5266,accepted,1232,86,1318
review_005361,1,5267,accepted,1278,91,1369
review_005362,1,5268,accepted,1276,90,1366
review_005363,1,5269,accepted,1353,167,1520
review_005364,1,5270,accepted,1271,164,1435
review_005365,1,5271,accepted,1304,179,1483
review_005366,1,5272,accepted,1308,380,1688
review_005367,1,5273,accepted,1260,153,1413
review_005368,1,5274,accepted,1355,129,1484
review_005369,1,5275,accepted,1322,87,1409
review_005370,1,5276,accepted,1300,183,1483
review_005371,1,5277,accepted,1335,188,1523
review_005372,1,5278,accepted,1387,370,1757
review_005373,1,5279,accepted,1341,189,1530
review_005374,1,5280,accepted,1223,88,1311
review_005375,1,5281,accepted,1371,218,1589
review_005376,1,5282,accepted,1337,282,1619
review_005377,1,5283,accepted,1261,195,1456
review_005378,1,5284,accepted,1281,90,1371
review_005379,1,5285,accepted,1289,170,1459
review_005380,1,5286,accepted,1295,157,1452
review_005381,1,5287,accepted,1322,417,1739
review_005382,1,5288,accepted,1331,189,1520
review_005383,1,5289,accepted,1399,393,1792
review_005384,1,5290,accepted,1385,406,1791
review_005385,1,5291,accepted,1252,185,1437
review_005386,1,5292,accepted,1238,189,1427
review_005387,1,5293,accepted,1317,205,1522
review_005388,1,5294,accepted,1237,195,1432
review_005389,1,5295,accepted,1661,280,1941
review_005390,1,5296,accepted,1411,195,1606
review_005391,1,5297,accepted,1260,88,1348
review_005392,1,5298,accepted,1257,88,1345
review_005393,1,5299,accepted,1224,86,1310
review_005394,1,5300,accepted,1280,90,1370
review_005395,1,5301,accepted,1261,198,1459
review_005396,1,5302,accepted,1259,90,1349
review_005397,1,5303,accepted,1258,182,1440
review_005398,1,5304,accepted,1266,90,1356
review_005399,1,5305,accepted,1260,88,1348
review_005400,1,5306,accepted,1371,323,1694
review_005401,1,5307,accepted,1353,90,1443
review_005402,1,5308,accepted,1291,88,1379
review_005403,1,5309,accepted,1306,90,1396
review_005404,1,5310,accepted,1357,157,1514
review_005405,1,5311,accepted,1288,90,1378
review_005406,1,5312,accepted,1254,91,1345
review_005407,1,5313,accepted,1309,280,1589
review_005408,1,5314,accepted,1258,90,1348
review_005409,1,5315,accepted,1249,264,1513
review_005410,1,5316,accepted,1257,90,1347
review_005411,1,5317,accepted,1253,179,1432
review_005412,1,5318,accepted,1253,90,1343
review_005413,1,5319,accepted,1339,258,1597
review_005414,1,5320,accepted,1307,305,1612
review_005415,1,5321,accepted,1214,90,1304
review_005416,1,5322,accepted,1279,264,1543
review_005417,1,5323,accepted,1264,170,1434
review_005418,1,5324,accepted,1445,182,1627
review_005419,1,5325,accepted,1296,101,1397
review_005420,1,5326,accepted,1440,258,1698
review_005421,1,5327,accepted,1380,298,1678
review_005422,1,5328,accepted,1430,101,1531
review_005423,1,5329,accepted,1368,251,1619
review_005424,1,5330,accepted,1219,90,1309
review_005425,1,5331,accepted,1344,201,1545
review_005426,1,5332,accepted,1275,299,1574
review_005427,1,5333,accepted,1212,90,1302
review_005428,1,5334,accepted,1332,174,1506
review_005429,1,5335,accepted,1318,197,1515
review_005430,1,5336,accepted,1386,90,1476
review_005431,1,5337,accepted,1393,176,1569
review_005432,1,5338,accepted,1278,90,1368
review_005433,1,5339,accepted,1322,177,1499
review_005434,1,5340,accepted,1348,297,1645
review_005435,1,5341,accepted,1205,90,1295
review_005436,1,5342,accepted,1278,255,1533
review_005437,1,5343,accepted,1256,331,1587
review_005438,1,5344,accepted,1246,90,1336
review_005439,1,5345,accepted,1306,203,1509
review_005440,1,5346,accepted,1323,169,1492
review_005441,1,5347,accepted,1226,90,1316
review_005442,1,5348,accepted,1227,88,1315
review_005443,1,5349,accepted,1219,87,1306
review_005444,1,5350,accepted,1429,308,1737
review_005445,1,5351,accepted,1277,420,1697
review_005446,1,5352,accepted,1247,310,1557
review_005447,1,5353,accepted,1320,191,1511
review_005448,1,5354,accepted,1290,90,1380
review_005449,1,5355,accepted,1252,91,1343
review_005450,1,5356,accepted,1460,291,1751
review_005451,1,5357,accepted,1244,386,1630
review_005452,1,5358,accepted,1219,199,1418
review_005453,1,5359,accepted,1212,88,1300
review_005454,1,5360,accepted,1237,88,1325
review_005455,1,5361,accepted,1231,237,1468
review_005456,1,5362,accepted,1296,291,1587
review_005457,1,5363,accepted,1255,421,1676
review_005458,1,5364,accepted,1288,276,1564
review_005459,1,5365,accepted,1280,397,1677
review_005460,1,5366,accepted,1251,260,1511
review_005461,1,5367,accepted,1267,188,1455
review_005462,1,5368,accepted,1275,173,1448
review_005463,1,5369,accepted,1310,90,1400
review_005464,1,5370,accepted,1299,309,1608
review_005465,1,5371,accepted,1311,214,1525
review_005466,1,5372,accepted,1312,262,1574
review_005467,1,5373,accepted,1327,90,1417
review_005468,1,5374,accepted,1255,236,1491
review_005469,1,5375,accepted,1293,255,1548
review_005470,1,5376,accepted,1293,264,1557
review_005471,1,5377,accepted,1314,288,1602
review_005472,1,5378,accepted,1286,210,1496
review_005473,1,5379,accepted,1305,235,1540
review_005474,1,5380,accepted,1314,289,1603
review_005475,1,5381,accepted,1310,288,1598
review_005476,1,5382,accepted,1302,269,1571
review_005477,1,5383,accepted,1309,513,1822
review_005478,1,5384,accepted,1305,200,1505
review_005479,1,5385,accepted,1298,193,1491
review_005480,1,5386,accepted,1301,251,1552
review_005481,1,5387,accepted,1308,183,1491
review_005482,1,5388,accepted,1252,217,1469
review_005483,1,5389,accepted,1213,86,1299
review_005484,1,5390,accepted,1234,90,1324
review_005485,1,5391,accepted,1230,90,1320
review_005486,1,5392,accepted,1215,92,1307
review_005487,1,5393,accepted,1315,181,1496
review_005488,1,5394,accepted,1228,272,1500
review_005489,1,5395,accepted,1217,90,1307
review_005490,1,5396,accepted,1316,102,1418
review_005491,1,5397,accepted,1195,80,1275
review_005492,1,5398,accepted,1217,86,1303
review_005493,1,5399,accepted,1313,410,1723
review_005494,1,5400,accepted,1184,88,1272
review_005495,1,5401,accepted,1356,90,1446
review_005496,1,5402,accepted,1243,173,1416
review_005497,1,5403,accepted,1242,142,1384
review_005498,1,5404,accepted,1307,90,1397
review_005499,1,5405,accepted,1210,90,1300
review_005500,1,5406,accepted,1307,200,1507
review_005501,1,5407,accepted,1242,391,1633
review_005502,1,5408,accepted,1219,174,1393
review_005503,1,5409,accepted,1207,88,1295
review_005504,1,5410,accepted,1234,90,1324
review_005505,1,5411,accepted,1227,160,1387
review_005506,1,5412,accepted,1287,193,1480
review_005507,1,5413,accepted,1258,399,1657
review_005508,1,5414,accepted,1286,426,1712
review_005509,1,5415,accepted,1275,222,1497
review_005510,1,5416,accepted,1251,227,1478
review_005511,1,5417,accepted,1277,207,1484
review_005512,1,5418,accepted,1281,200,1481
review_005513,1,5419,accepted,1311,90,1401
review_005514,1,5420,accepted,1297,356,1653
review_005515,1,5421,accepted,1301,164,1465
review_005516,1,5422,accepted,1310,205,1515
review_005517,1,5423,accepted,1325,183,1508
review_005518,1,5424,accepted,1258,215,1473
review_005519,1,5425,accepted,1291,247,1538
review_005520,1,5426,accepted,1301,388,1689
review_005521,1,5427,accepted,1305,181,1486
review_005522,1,5428,accepted,1262,273,1535
review_005523,1,5429,accepted,1312,194,1506
review_005524,1,5430,accepted,1316,97,1413
review_005525,1,5431,accepted,1306,297,1603
review_005526,1,5432,accepted,1303,279,1582
review_005527,1,5433,accepted,1307,90,1397
review_005528,1,5434,accepted,1310,90,1400
review_005529,1,5435,accepted,1298,276,1574
review_005530,1,5436,accepted,1298,205,1503
review_005531,1,5437,accepted,1305,192,1497
review_005532,1,5438,accepted,1256,333,1589
review_005533,1,5439,accepted,1202,88,1290
review_005534,1,5440,accepted,1262,433,1695
review_005535,1,5441,accepted,1229,90,1319
review_005536,1,5442,accepted,1212,89,1301
review_005537,1,5443,accepted,1308,357,1665
review_005538,1,5444,accepted,1225,187,1412
review_005539,1,5445,accepted,1224,88,1312
review_005540,1,5446,accepted,1322,90,1412
review_005541,1,5447,accepted,1200,81,1281
review_005542,1,5448,accepted,1206,86,1292
review_005543,1,5449,accepted,1308,422,1730
review_005544,1,5450,accepted,1201,87,1288
review_005545,1,5451,accepted,1352,90,1442
review_005546,1,5452,accepted,1308,202,1510
review_005547,1,5453,accepted,1252,183,1435
review_005548,1,5454,accepted,1265,90,1355
review_005549,1,5455,accepted,1218,86,1304
review_005550,1,5456,accepted,1315,90,1405
review_005551,1,5457,accepted,1236,327,1563
review_005552,1,5458,accepted,1208,222,1430
review_005553,1,5459,accepted,1210,86,1296
review_005554,1,5460,accepted,1199,89,1288
review_005555,1,5461,accepted,1240,207,1447
review_005556,1,5462,accepted,1289,90,1379
review_005557,1,5463,accepted,1260,303,1563
review_005558,1,5464,accepted,1290,401,1691
review_005559,1,5465,accepted,1274,294,1568
review_005560,1,5466,accepted,1256,191,1447
review_005561,1,5467,accepted,1272,229,1501
review_005562,1,5468,accepted,1276,229,1505
review_005563,1,5469,accepted,1314,90,1404
review_005564,1,5470,accepted,1293,276,1569
review_005565,1,5471,accepted,1310,420,1730
review_005566,1,5472,accepted,1312,207,1519
review_005567,1,5473,accepted,1325,90,1415
review_005568,1,5474,accepted,1252,392,1644
review_005569,1,5475,accepted,1295,202,1497
review_005570,1,5476,accepted,1292,279,1571
review_005571,1,5477,accepted,1307,207,1514
review_005572,1,5478,accepted,1257,270,1527
review_005573,1,5479,accepted,1318,90,1408
review_005574,1,5480,accepted,1318,90,1408
review_005575,1,5481,accepted,1308,236,1544
review_005576,1,5482,accepted,1312,259,1571
review_005577,1,5483,accepted,1306,209,1515
review_005578,1,5484,accepted,1271,173,1444
review_005579,1,5485,accepted,1292,364,1656
review_005580,1,5486,accepted,1309,218,1527
review_005581,1,5487,accepted,1305,208,1513
review_005582,1,5488,accepted,1256,209,1465
review_005583,1,5489,accepted,1202,88,1290
review_005584,1,5490,accepted,1258,239,1497
review_005585,1,5491,accepted,1231,90,1321
review_005586,1,5492,accepted,1204,91,1295
review_005587,1,5493,accepted,1307,90,1397
review_005588,1,5494,accepted,1228,218,1446
review_005589,1,5495,accepted,1213,90,1303
review_005590,1,5496,accepted,1322,150,1472
review_005591,1,5497,accepted,1190,82,1272
review_005592,1,5498,accepted,1200,86,1286
review_005593,1,5499,accepted,1315,377,1692
review_005594,1,5500,accepted,1191,81,1272
review_005595,1,5501,accepted,1350,246,1596
review_005596,1,5502,accepted,1314,90,1404
review_005597,1,5503,accepted,1248,208,1456
review_005598,1,5504,accepted,1262,86,1348
review_005599,1,5505,accepted,1211,86,1297
review_005600,1,5506,accepted,1310,90,1400
review_005601,1,5507,accepted,1475,141,1616
review_005602,1,5508,accepted,1409,154,1563
review_005603,1,5509,accepted,1681,2033,3714
review_005604,1,5510,accepted,1370,174,1544
review_005605,1,5511,accepted,1481,460,1941
review_005606,1,5512,accepted,1446,256,1702
review_005607,1,5513,accepted,1427,194,1621
review_005608,1,5514,accepted,1309,101,1410
review_005609,1,5515,accepted,1372,200,1572
review_005610,1,5516,accepted,1364,88,1452
review_005611,1,5517,accepted,1391,125,1516
review_005612,1,5518,accepted,1359,187,1546
review_005613,1,5519,accepted,1473,207,1680
review_005614,1,5520,accepted,1433,157,1590
review_005615,1,5521,accepted,1464,157,1621
review_005616,1,5522,accepted,1467,553,2020
review_005617,1,5523,accepted,1449,266,1715
review_005618,1,5524,accepted,1431,171,1602
review_005619,1,5525,accepted,1406,251,1657
review_005620,1,5526,accepted,1435,115,1550
review_005621,1,5527,accepted,1477,297,1774
review_005622,1,5528,accepted,1428,194,1622
review_005623,1,5529,accepted,1439,197,1636
review_005624,1,5530,accepted,1496,286,1782
review_005626,1,5531,accepted,1456,139,1595
review_005627,1,5532,accepted,1353,512,1865
review_005628,1,5533,accepted,1479,134,1613
review_005629,1,5534,accepted,1461,104,1565
review_005630,1,5535,accepted,1349,133,1482
review_005631,1,5536,accepted,1462,257,1719
review_005632,1,5537,accepted,1431,101,1532
review_005633,1,5538,accepted,1408,195,1603
review_005634,1,5539,accepted,1482,242,1724
review_005635,1,5540,accepted,1245,321,1566
review_005636,1,5541,accepted,1240,215,1455
review_005637,1,5542,accepted,1227,230,1457
review_005638,1,5543,accepted,1269,154,1423
review_005639,1,5544,accepted,1247,90,1337
review_005640,1,5545,accepted,1519,148,1667
review_005641,1,5546,accepted,1364,130,1494
review_005642,1,5547,accepted,1299,152,1451
